260000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
400000,ip
500000,ip
500000,ip
500000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
512000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
800000,ip
